date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:38	34722/34722	---M-Z	200	added ('OK')	text/html	etag:%224e41b47-87a2-50e20af479680%22	http://bootstrapmaster.com/live/acme2/	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/index.html	(from )
13:10:38	106/106	---M-Z	200	added ('OK')	text/plain	date:Thu,%2013%20Aug%202015%2007:40:38%20GMT	http://bootstrapmaster.com/robots.txt		(from )
13:10:39	99961/99961	---M-Z	200	added ('OK')	text/css	etag:%224e41c73-18679-5005e42e84f40%22	http://bootstrapmaster.com/live/acme2/assets/css/bootstrap.min.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/bootstrap.min.css	(from http://bootstrapmaster.com/live/acme2/)
13:10:39	94060/94060	---M-Z	200	added ('OK')	text/css	etag:%224e41c28-16f6c-5005e42e84f40%22	http://bootstrapmaster.com/live/acme2/assets/css/style.min.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/style.min.css	(from http://bootstrapmaster.com/live/acme2/)
13:10:40	495/495	---M-Z	200	added ('OK')	text/css	etag:%224e41cb4-1ef-5005e42e84f40%22	http://bootstrapmaster.com/live/acme2/assets/css/retina.min.css	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/css/retina.min.css	(from http://bootstrapmaster.com/live/acme2/)
13:10:41	14929/14929	---M--	200	added ('OK')	image/png	etag:%22114330f-3a51-5005e4aa7f3c0%22	http://bootstrapmaster.com/live/acme2/assets/ico/apple-touch-icon-144-precomposed.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/ico/apple-touch-icon-144-precomposed.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:41	11645/11645	---M--	200	added ('OK')	image/png	etag:%221143308-2d7d-5005e4a98b180%22	http://bootstrapmaster.com/live/acme2/assets/ico/apple-touch-icon-114-precomposed.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/ico/apple-touch-icon-114-precomposed.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:41	6963/6963	---M--	200	added ('OK')	image/png	etag:%221143313-1b33-5005e4aa7f3c0%22	http://bootstrapmaster.com/live/acme2/assets/ico/apple-touch-icon-72-precomposed.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/ico/apple-touch-icon-72-precomposed.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:41	5396/5396	---M--	200	added ('OK')	image/png	etag:%221143303-1514-5005e4a98b180%22	http://bootstrapmaster.com/live/acme2/assets/ico/apple-touch-icon-57-precomposed.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/ico/apple-touch-icon-57-precomposed.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:41	2690/2690	---M--	200	added ('OK')	image/png	etag:%221143304-a82-5005e4a98b180%22	http://bootstrapmaster.com/live/acme2/assets/ico/favicon.png	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/ico/favicon.png	(from http://bootstrapmaster.com/live/acme2/)
13:10:42	34722/34722	---M-Z	200	added ('OK')	text/html	etag:%224e41b47-87a2-50e20af479680%22	http://bootstrapmaster.com/live/acme2/index.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/index-2.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:42	4214/4214	---M--	200	added ('OK')	image/jpeg	etag:%224ebd3cb-1076-5005e45692dc0%22	http://bootstrapmaster.com/live/acme2/assets/img/avatar.jpg	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/avatar.jpg	(from http://bootstrapmaster.com/live/acme2/)
13:10:42	1913/1913	---M--	200	added ('OK')	image/jpeg	etag:%224ebd334-779-5005e454aa940%22	http://bootstrapmaster.com/live/acme2/assets/img/avatar2.jpg	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/avatar2.jpg	(from http://bootstrapmaster.com/live/acme2/)
13:10:42	2105/2105	---M--	200	added ('OK')	image/jpeg	etag:%224ebd228-839-5005e44fe5e00%22	http://bootstrapmaster.com/live/acme2/assets/img/avatar3.jpg	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/avatar3.jpg	(from http://bootstrapmaster.com/live/acme2/)
13:10:43	1645/1645	---M--	200	added ('OK')	image/jpeg	etag:%224ebd225-66d-5005e44fe5e00%22	http://bootstrapmaster.com/live/acme2/assets/img/avatar4.jpg	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/avatar4.jpg	(from http://bootstrapmaster.com/live/acme2/)
13:10:43	2580/2580	---M--	200	added ('OK')	image/jpeg	etag:%224ebd33f-a14-5005e454aa940%22	http://bootstrapmaster.com/live/acme2/assets/img/avatar5.jpg	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/assets/img/avatar5.jpg	(from http://bootstrapmaster.com/live/acme2/)
13:10:44	4929/4929	---M-Z	200	added ('OK')	text/html	etag:%224e41af9-1341-50e20af479680%22	http://bootstrapmaster.com/live/acme2/login.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/login.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:44	36053/36053	---M-Z	200	added ('OK')	text/html	etag:%224e41a8e-8cd5-50e20af661b00%22	http://bootstrapmaster.com/live/acme2/ui-sliders-progress.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/ui-sliders-progress.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:44	34251/34251	---M-Z	200	added ('OK')	text/html	etag:%224e41b79-85cb-50e20af661b00%22	http://bootstrapmaster.com/live/acme2/ui-nestable-list.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/ui-nestable-list.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:44	51099/51099	---M-Z	200	added ('OK')	text/html	etag:%224e41b62-c79b-50e20af661b00%22	http://bootstrapmaster.com/live/acme2/ui-elements.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/ui-elements.html	(from http://bootstrapmaster.com/live/acme2/)
13:10:45	43277/43277	---M-Z	200	added ('OK')	text/html	etag:%224e41b6c-a90d-50e20af661b00%22	http://bootstrapmaster.com/live/acme2/widgets.html	C:/Users/jvellai/Desktop/SamplePaytm/bootstrapmaster.com/live/acme2/widgets.html	(from http://bootstrapmaster.com/live/acme2/)
